Forma;Lemma originale;Lemma corretto;Postag originale;Postag corretto;Tipo modifica
Μαλόεντα;['Μαλόεις'];['Μαλόεις'];['a-s---ma_'];['a-s---ma-'];postag
Μαλόεντος;['Μαλόεις'];['Μαλόεις'];['a-s---mg_'];['a-s---mg-'];postag
Μαρσικοῦ;['Μαρσικός'];['Μαρσικός'];['a-s---mg_'];['a-s---mg-'];postag
Μεσσηνιακὰ;['Μεσσηνιακός'];['Μεσσηνιακός'];['a-p---nap'];['a-p---na-'];postag
Μετ᾽;['μετά'];['μετά'];['d-------_', 'r--------'];['d--------', 'r--------'];postag
Μιθριδατείου;['Μιθριδάτειος'];['Μιθριδάτειος'];['a-s---mg_'];['a-s---mg-'];postag
Μυθικοῖς;['μυθικός'];['μυθικός'];['a-p---md_'];['a-p---md-'];postag
Μυσταλίδης;['Μυσταλίδης'];['Μυσταλίδης'];['n-s---m-------'];['n-s---m--'];postag
Μωδεεὶν;['Μωδεεὶν'];['Μωδεεὶν'];['n-_---__-'];['n--------'];postag
Μῆδος;['Μῆδος'];['Μῆδος'];['a-s---mn_-----', 'n-s---mn-'];['a-s---mn-', 'n-s---mn-'];postag
Νικίειον;['Νικίειος'];['Νικίειος'];['a-s---fa_'];['a-s---fa-'];postag
Πέρσαις;['Πέρσης'];['Πέρσης'];['a-p---md_', 'n-p---fd-', 'n-p---md-'];['a-p---md-', 'n-p---fd-', 'n-p---md-'];postag
Παιανιέα;['Παιανιεύς'];['Παιανιεύς'];['a-s---ma-', 'a-s---ma_'];['a-s---ma-'];postag
Παιανιεύς;['Παιανιεύς'];['Παιανιεύς'];['a-s---mn_', 'n-s---mn-'];['a-s---mn-', 'n-s---mn-'];postag
Παιανιεὺς;['Παιανιεύς'];['Παιανιεύς'];['a-s---mn-', 'a-s---mn_', 'n-s---mn-'];['a-s---mn-', 'n-s---mn-'];postag
Πασιφίλη;['Πασιφίλη'];['Πασιφίλη'];['n-s---f-------'];['n-s---f--'];postag
Πειραιεὺς;['Πειραιεύς'];['Πειραιεύς'];['a-s---mn_'];['a-s---mn-'];postag
Πελλαῖον;['Πελλαῖος'];['Πελλαῖος'];['a-s---nn_'];['a-s---nn-'];postag
Πελληναῖος;['Πελληναῖος'];['Πελληναῖος'];['a-s---mn_'];['a-s---mn-'];postag
Περιθοίδην;['Περιθοίδης'];['Περιθοίδης'];['a-s---ma_'];['a-s---ma-'];postag
Πρίσκων;['Πρίσκος'];['Πρίσκος'];['a-p---mg_'];['a-p---mg-'];postag
Πυρηναίων;['Πυρηναῖος'];['Πυρηναῖος'];['a-p---ng-', 'a-p---ng_'];['a-p---ng-'];postag
Σαλεντῖνος;['Σαλεντῖνος'];['Σαλεντῖνος'];['a-s---fn_'];['a-s---fn-'];postag
Σαπφῷαι;['Σαπφῷος'];['Σαπφῷος'];['a-p---fn_'];['a-p---fn-'];postag
Σαρδῴου;['Σαρδῴος'];['Σαρδῴος'];['a-s---ng_'];['a-s---ng-'];postag
Σαρδῷον;['Σαρδῷος'];['Σαρδῷος'];['a-s---na-', 'a-s---na_'];['a-s---na-'];postag
Σατόρνιον;['Σατόρνιος'];['Σατόρνιος'];['a-s---fap', 'a-s---map'];['a-s---fa-', 'a-s---ma-'];postag
Σικελιώτου;['Σικελιώτης'];['Σικελιώτης'];['a-s---mg_', 'n-s---mg-'];['a-s---mg-', 'n-s---mg-'];postag
Σκαρφέα;['Σκαρφεύς'];['Σκαρφεύς'];['a-s---ma_'];['a-s---ma-'];postag
Σουνιεύς;['Σουνιεύς'];['Σουνιεύς'];['a-s---mn_'];['a-s---mn-'];postag
Σουνιεῖ;['Σουνιεύς'];['Σουνιεύς'];['a-s---md_'];['a-s---md-'];postag
Στειριεὺς;['Στειριεύς'];['Στειριεύς'];['a-s---mn_', 'n-s---mn-'];['a-s---mn-', 'n-s---mn-'];postag
Συλλείοις;['Σύλλειος'];['Σύλλειος'];['a-p---md_'];['a-p---md-'];postag
Σφήττιον;['Σφήττιος'];['Σφήττιος'];['a-s---ma_'];['a-s---ma-'];postag
Σφήττιος;['Σφήττιος'];['Σφήττιος'];['a-s---mn_', 'n-s---mn-'];['a-s---mn-', 'n-s---mn-'];postag
Σύλλεια;['Σύλλειος'];['Σύλλειος'];['a-p---na_'];['a-p---na-'];postag
Σύλλειοι;['Σύλλειος'];['Σύλλειος'];['a-p---mn_'];['a-p---mn-'];postag
Τρανσαλπῖνοι;['Τρανσαλπῖνος'];['Τρανσαλπῖνος'];['a-p---mn_'];['a-p---mn-'];postag
Τριδύμῳ;['Τρίδυμος'];['Τρίδυμος'];['a-s---fdp'];['a-s---fd-'];postag
Τριφυλίδας;['Τριφυλίς'];['Τριφυλίς'];['a-p---fa_'];['a-p---fa-'];postag
Φάριον;['Φάριος'];['Φάριος'];['a-s---ma_'];['a-s---ma-'];postag
Φάριος;['Φάριος'];['Φάριος'];['a-s---mn_'];['a-s---mn-'];postag
Φλυεύς;['Φλυεύς'];['Φλυεύς'];['a-s---mn_'];['a-s---mn-'];postag
Φρυγικὸν;['Φρυγικός'];['Φρυγικός'];['a-s---nn_'];['a-s---nn-'];postag
Φυλάσιος;['Φυλάσιος'];['Φυλάσιος'];['a-s---mn_'];['a-s---mn-'];postag
Χαιρωνικὴν;['Χαιρωνίκος'];['Χαιρωνίκος'];['a-s---fa_'];['a-s---fa-'];postag
Χαλυβώνιος;['Χαλυβώνιος'];['Χαλυβώνιος'];['a-s---mn_'];['a-s---mn-'];postag
Χολαργέα;['Χολαργεύς'];['Χολαργεύς'];['a-s---ma_'];['a-s---ma-'];postag
Χολαργεύς;['Χολαργεύς'];['Χολαργεύς'];['a-s---mn_'];['a-s---mn-'];postag
αἰδημόνως;['αἰδήμων'];['αἰδήμων'];['d-------p'];['d--------'];postag
αἰνεῖς;['αἰνέω'];['αἰνέω'];['v2spia---', 'v2spia--------'];['v2spia---'];postag
αἰσχίστην;['αἰσχρός'];['αἰσχρός'];['a-s---fa-'];['a-s---fas'];postag
αἰσχρῶς;['αἰσχρός'];['αἰσχρός'];['d--------', 'd-------_'];['d--------'];postag
αἰφνιδίως;['αἰφνίδιος'];['αἰφνίδιος'];['d--------', 'd-------p'];['d--------'];postag
αἱστισινοῦν;['ὅστις'];['ὅστις'];['a-p---fd_'];['a-p---fd-'];postag
αἷς;['ὅς'];['ὅς'];['a-p---fd_', 'p-p---fd-'];['a-p---fd-', 'p-p---fd-'];postag
αὐτά;['αὐτός'];['αὐτός'];['a-p---na_', 'a-p---nn_', 'p-p---na-', 'p-p---nn-'];['a-p---na-', 'a-p---nn-', 'p-p---na-', 'p-p---nn-'];postag
αὐτέων;['αὐτός'];['αὐτός'];['a-p---fg-', 'a-p---fg_', 'a-p---mg-', 'p-p---fg-', 'p-p---mg-'];['a-p---fg-', 'a-p---mg-', 'p-p---fg-', 'p-p---mg-'];postag
αὐτή;['αὐτός'];['αὐτός'];['a-s---fn_', 'p-s---fn-'];['a-s---fn-', 'p-s---fn-'];postag
αὐτήν;['αὐτός'];['αὐτός'];['a-s---fa-', 'a-s---fa_', 'p-s---fa-'];['a-s---fa-', 'p-s---fa-'];postag
αὐταὶ;['αὐτός'];['αὐτός'];['a-p---fn_', 'p-p---fn-'];['a-p---fn-', 'p-p---fn-'];postag
αὐταῖς;['αὐτός'];['αὐτός'];['a-p---fd-', 'a-p---fd_', 'p-p---fd-'];['a-p---fd-', 'p-p---fd-'];postag
αὐτοί;['αὐτός'];['αὐτός'];['a-p---mn_', 'p-p---mn-'];['a-p---mn-', 'p-p---mn-'];postag
αὐτομάτως;['αὐτόματος'];['αὐτόματος'];['d--------', 'd-------p'];['d--------'];postag
αὐτούς;['αὐτός'];['αὐτός'];['a-p---ma-', 'a-p---ma_', 'p-p---ma-'];['a-p---ma-', 'p-p---ma-'];postag
αὐτοὶ;['αὐτός'];['αὐτός'];['a-p---mn-', 'a-p---mn_', 'd--------', 'p-p---mn-'];['a-p---mn-', 'd--------', 'p-p---mn-'];postag
αὐτοὺς;['αὐτός'];['αὐτός'];['a-p---ma-', 'a-p---ma_', 'p-p----a-', 'p-p---ma-'];['a-p---ma-', 'p-p----a-', 'p-p---ma-'];postag
αὐτοῖς;['αὐτός'];['αὐτός'];['a-p---md-', 'a-p---md_', 'a-p---nd-', 'a-p---nd_', 'p-p----d-', 'p-p---fd-', 'p-p---md-', 'p-p---nd-'];['a-p---md-', 'a-p---nd-', 'p-p----d-', 'p-p---fd-', 'p-p---md-', 'p-p---nd-'];postag
αὐτοῖσι;['αὐτός'];['αὐτός'];['a-p---md-', 'a-p---md_', 'p-p---md-', 'p-p---nd-'];['a-p---md-', 'p-p---md-', 'p-p---nd-'];postag
αὐτό;['αὐτός'];['αὐτός'];['a-s---na-', 'a-s---na_', 'a-s---nn-', 'p-s---na-'];['a-s---na-', 'a-s---nn-', 'p-s---na-'];postag
αὐτόν;['αὐτός'];['αὐτός'];['a-s---ma-', 'a-s---ma_', 'p-s---ma-', 'p-s---na-'];['a-s---ma-', 'p-s---ma-', 'p-s---na-'];postag
αὐτός;['αὐτός'];['αὐτός'];['a-s---mn-', 'a-s---mn_', 'p-s---mn-'];['a-s---mn-', 'p-s---mn-'];postag
αὐτόχρουν;['αὐτόχροος'];['αὐτόχροος'];['a-s---fa_'];['a-s---fa-'];postag
αὐτὰ;['αὐτός'];['αὐτός'];['a-p---na-', 'a-p---na_', 'a-p---nn_', 'p-p---na-', 'p-p---nn-'];['a-p---na-', 'a-p---nn-', 'p-p---na-', 'p-p---nn-'];postag
αὐτὰς;['αὐτός'];['αὐτός'];['a-p---fa-', 'a-p---fa_', 'p-p---fa-'];['a-p---fa-', 'p-p---fa-'];postag
αὐτὴ;['αὐτός'];['αὐτός'];['a-s---fn-', 'a-s---fn_', 'p-s---fn-'];['a-s---fn-', 'p-s---fn-'];postag
αὐτὴν;['αὐτός'];['αὐτός'];['a-s---fa-', 'a-s---fa_', 'p-s---fa-'];['a-s---fa-', 'p-s---fa-'];postag
αὐτὸ;['αὐτός'];['αὐτός'];['a-s---na-', 'a-s---na_', 'a-s---nn-', 'a-s---nn_', 'p-s---na-', 'p-s---nn-'];['a-s---na-', 'a-s---nn-', 'p-s---na-', 'p-s---nn-'];postag
αὐτὸν;['αὐτός'];['αὐτός'];['a-s---ma-', 'a-s---ma_', 'p-s---ma-', 'p-s---na-'];['a-s---ma-', 'p-s---ma-', 'p-s---na-'];postag
αὐτὸς;['αὐτός'];['αὐτός'];['a-s---mn-', 'a-s---mn_', 'p-s---mn-'];['a-s---mn-', 'p-s---mn-'];postag
αὐτῆς;['αὐτός'];['αὐτός'];['a-s---fg-', 'a-s---fg_', 'p-s---fg-'];['a-s---fg-', 'p-s---fg-'];postag
αὐτῇ;['αὐτός'];['αὐτός'];['a-s---fd-', 'a-s---fd_', 'p-s---fd-'];['a-s---fd-', 'p-s---fd-'];postag
αὐτῶν;['αὐτός'];['αὐτός'];['a-p---fg-', 'a-p---fg_', 'a-p---mg-', 'a-p---mg_', 'a-p---ng-', 'a-p---ng_', 'p-p---fg-', 'p-p---mg-', 'p-p---ng-'];['a-p---fg-', 'a-p---mg-', 'a-p---ng-', 'p-p---fg-', 'p-p---mg-', 'p-p---ng-'];postag
αὐτῷ;['αὐτός'];['αὐτός'];['a-s---md-', 'a-s---md_', 'a-s---nd-', 'a-s---nd_', 'p-s----d-', 'p-s---md-', 'p-s---nd-'];['a-s---md-', 'a-s---nd-', 'p-s----d-', 'p-s---md-', 'p-s---nd-'];postag
αὑτὸ;['ἑαυτοῦ'];['ἑαυτοῦ'];['a-s---na_', 'p-s---na-'];['a-s---na-', 'p-s---na-'];postag
αὑτὸν;['ἑαυτοῦ'];['ἑαυτοῦ'];['a-s---ma_', 'p-s---ma-'];['a-s---ma-', 'p-s---ma-'];postag
αὔθαδες;['αὔθαδες'];['αὔθαδες'];['a-s---nap'];['a-s---na-'];postag
αὔτ᾽;['αὐτός'];['αὐτός'];['a-s---nn_'];['a-s---nn-'];postag
αὕτη;['οὗτος'];['οὗτος'];['a-s---fn-', 'a-s---fn_', 'p-s---fn-'];['a-s---fn-', 'p-s---fn-'];postag
αὗται;['οὗτος'];['οὗτος'];['a-p---fn-', 'a-p---fn_', 'p-p---fn-'];['a-p---fn-', 'p-p---fn-'];postag
α᾽;['α᾽'];['α᾽'];['a-_---___', 'm-_---__-'];['m--------'];postag
βαθεῖς;['βαθύς'];['βαθύς'];['a-p---map'];['a-p---ma-'];postag
βακχικώτερον;['βακχικός'];['βακχικός'];['a-s---fac-----'];['a-s---fac'];postag
βακχικῶν;['βακχικός'];['βακχικός'];['a-p---mgp'];['a-p---mg-'];postag
βαρβαρικῶς;['βαρβαρικός'];['βαρβαρικός'];['d-------p'];['d--------'];postag
βαρεῖς;['βαρύς'];['βαρύς'];['a-p---map', 'a-p---mn-', 'a-p---mnp'];['a-p---ma-', 'a-p---mn-'];postag
βαρυτάτη;['βαρύς'];['βαρύς'];['a-s---fn-', 'a-s---fns'];['a-s---fns'];postag
βαρυτέρας;['βαρύς'];['βαρύς'];['a-p---fac', 'a-s---fg-'];['a-p---fac', 'a-s---fgc'];postag
βασιλεύει;['βασιλεύω'];['βασιλεύω'];['v2spie---', 'v3spia--------'];['v2spie---', 'v3spia---'];postag
βεβαίως;['βέβαιος'];['βέβαιος'];['d--------', 'd-------_'];['d--------'];postag
βιαίως;['βίαιος'];['βίαιος'];['a--------', 'd--------', 'd-------_'];['a--------', 'd--------'];postag
βιοῦντα;['βιόω'];['βιόω'];['v-sppama_-----'];['v-sppama-'];postag
βλέπων;['βλέπω'];['βλέπω'];['v-sppamn-', 'v-sppamv_'];['v-sppamn-', 'v-sppamv-'];postag
βλασφημῶν;['βλασφημέω'];['βλασφημέω'];['v-sppamv_'];['v-sppamv-'];postag
β᾽;['β᾽'];['β᾽'];['a-_---___'];['m--------'];postag
γήμας;['γαμέω'];['γαμέω'];['t-sapamn-', 'v-sapamn-'];['v-sapamn-'];postag
γείτονα;['γείτων'];['γείτων'];['a-p---nn_'];['a-p---nn-'];postag
γείτονι;['γείτων'];['γείτων'];['a-s---nd_'];['a-s---nd-'];postag
γελοίως;['γέλοιος'];['γέλοιος'];['d-------p'];['d--------'];postag
γεννηθῆναι;['γεννάω'];['γεννάω'];['v--anp---', 'v--anp--------'];['v--anp---'];postag
γεραιτέρων;['γεραιός'];['γεραιός'];['a-p---mg-', 'a-p---mgc'];['a-p---mgc'];postag
γιγνόμενʼ;['γίγνομαι'];['γίγνομαι'];['v-pppena_'];['v-pppena-'];postag
γλίσχρως;['γλίσχρος'];['γλίσχρος'];['d-------_'];['d--------'];postag
γλαφυρῶς;['γλαφυρός'];['γλαφυρός'];['d-------p'];['d--------'];postag
γνησίως;['γνήσιος'];['γνήσιος'];['d--------', 'd-------p'];['d--------'];postag
γράφει;['γράφος', 'γράφω'];['γράφος', 'γράφω'];['n-d---nn-', 'v2spie---', 'v3spia---', 'v3spia--------'];['n-d---nn-', 'v2spie---', 'v3spia---'];postag
γράφουσι;['γράφω'];['γράφω'];['v-pppamdp', 'v3ppia---'];['v-pppamd-', 'v3ppia---'];postag
γράφουσιν;['γράφω'];['γράφω'];['v-pppamd-', 'v-pppamd_', 'v3ppia---'];['v-pppamd-', 'v3ppia---'];postag
γράφων;['γράφω'];['γράφω'];['t-sppamn-', 'v-sppamn-'];['v-sppamn-'];postag
γράψοντας;['γράφω'];['γράφω'];['v-papama_'];['v-papama-'];postag
γυναικοθύμως;['γυναικόθυμος'];['γυναικόθυμος'];['d-------p'];['d--------'];postag
γὰρ;['γάρ'];['γάρ'];['d--------', 'd-------------'];['d--------'];postag
δ;['δ'];['δ'];['m-_---__-', 'n-_---__-'];['m--------', 'n--------'];postag
δέκα;['δέκα'];['δέκα'];['a--------', 'a-_---___', 'a-p---fa-', 'm--------'];['a--------', 'a-p---fa-', 'm--------'];postag
δέχʼ;['δέκα'];['δέκα'];['a-_---___'];['m--------'];postag
δήποτʼ;['δήποτε'];['δήποτε'];['d-------_'];['d--------'];postag
δαιμονίως;['δαιμόνιος'];['δαιμόνιος'];['d--------', 'd-------p'];['d--------'];postag
δακρύοντʼ;['δακρύω'];['δακρύω'];['v-sppama_'];['v-sppama-'];postag
δακτυλιαῖον;['δακτυλιαῖος'];['δακτυλιαῖος'];['a-s---nap'];['a-s---na-'];postag
δαψιλῶς;['δαψιλός'];['δαψιλός'];['d--------', 'd-------p'];['d--------'];postag
δείκνυσιν;['δείκνυμι'];['δείκνυμι'];['v3spia---', 'v3spia--------'];['v3spia---'];postag
δείσασʼ;['δείδω'];['δείδω'];['v-sapafn_'];['v-sapafn-'];postag
δειλῶς;['δειλός'];['δειλός'];['d-------_'];['d--------'];postag
δειπνῶν;['δειπνέω'];['δειπνέω'];['v-sppamn_'];['v-sppamn-'];postag
δεκατέτταρας;['δεκατέτταρας'];['δεκατέτταρας'];['a-_---___'];['m--------'];postag
δεσποτικῶς;['δεσποτικός'];['δεσποτικός'];['d-------p'];['d--------'];postag
δεῖνʼ;['δεῖνα'];['δεῖνα'];['p-_---__-'];['p--------'];postag
δηλοῦνθʼ;['δηλόω'];['δηλόω'];['v-sppama_'];['v-sppama-'];postag
δηλοῦντα;['δηλόω'];['δηλόω'];['v-pppann_', 'v-sppama-'];['v-pppann-', 'v-sppama-'];postag
δηλοῦντας;['δηλόω'];['δηλόω'];['v-pppama_'];['v-pppama-'];postag
δηλοῦντες;['δηλόω'];['δηλόω'];['v-pppamn_'];['v-pppamn-'];postag
δηλοῦντος;['δηλόω'];['δηλόω'];['v-sppamg_'];['v-sppamg-'];postag
δηλοῦσαν;['δηλόω'];['δηλόω'];['v-sppafa_'];['v-sppafa-'];postag
διέπουσαν;['διέπω'];['διέπω'];['v-sppafa_'];['v-sppafa-'];postag
διέτριβεν;['διατρίβω'];['διατρίβω'];['v3paip---', 'v3piia--------', 'v3siia---'];['v3paip---', 'v3piia---', 'v3siia---'];postag
διαλεχθέντʼ;['διαλέγω'];['διαλέγω'];['v-pappna_'];['v-pappna-'];postag
διαμεμένηκε;['διαμένω'];['διαμένω'];['v3sria--------'];['v3sria---'];postag
διαπρεπῶς;['διαπρεπής'];['διαπρεπής'];['d-------_'];['d--------'];postag
διαφόρως;['διάφορος'];['διάφορος'];['d-------p'];['d--------'];postag
διδασκαλικῶς;['διδασκαλικός'];['διδασκαλικός'];['d-------p'];['d--------'];postag
διεξελθὼν;['διεξέρχομαι'];['διεξέρχομαι'];['v-sapamn-', 'v-sapamn_'];['v-sapamn-'];postag
διηνεκῶς;['διηνεκής'];['διηνεκής'];['d-------p'];['d--------'];postag
δικαίως;['δίκαιος'];['δίκαιος'];['a--------', 'd--------', 'd-------_', 'd-------c', 'd-------p'];['a--------', 'd--------'];postag
δικαιότερον;['δίκαιος'];['δίκαιος'];['a-s---nac', 'a-s---nnc', 'a-s---nnc-----'];['a-s---nac', 'a-s---nnc'];postag
διπλασίως;['διπλάσιος'];['διπλάσιος'];['d--------', 'd-------p'];['d--------'];postag
διό;['διό'];['διό'];['d-------_'];['d--------'];postag
διόπερ;['διόπερ'];['διόπερ'];['c--------', 'd--------', 'd-------_'];['c--------', 'd--------'];postag
διότι;['διότι'];['διότι'];['c--------', 'd-------_'];['c--------', 'd--------'];postag
διότιπερ;['διότιπερ'];['διότιπερ'];['d-------_'];['d--------'];postag
διὸς;['δίω'];['δίω'];['v-sppamg_'];['v-sppamg-'];postag
δοκίμως;['δόκιμος'];['δόκιμος'];['d-------p'];['d--------'];postag
δοκοῦντʼ;['δοκέω'];['δοκέω'];['v3pppann_'];['v3pppann-'];postag
δυνατῶς;['δυνατός'];['δυνατός'];['d-------p'];['d--------'];postag
δυοῖν;['δύο'];['δύο'];['a-d----d-', 'a-d---fd-', 'a-d---fd_', 'a-d---fg_', 'a-d---md_', 'a-d---mg-', 'a-d---mg_', 'a-d---ng-', 'a-d---ng_'];['a-d----d-', 'a-d---fd-', 'a-d---fg-', 'a-d---md-', 'a-d---mg-', 'a-d---ng-'];postag
δυσαντιρρήτως;['δυσαντίρρητος'];['δυσαντίρρητος'];['d-------p'];['d--------'];postag
δυσελπίστως;['δυσέλπιστος'];['δυσέλπιστος'];['d--------', 'd-------p'];['d--------'];postag
δυσμενῶς;['δυσμενής'];['δυσμενής'];['d-------p'];['d--------'];postag
δυσχερῶς;['δυσχερής'];['δυσχερής'];['d--------', 'd-------p'];['d--------'];postag
δυσχρήστως;['δύσχρηστος'];['δύσχρηστος'];['d--------', 'd-------p'];['d--------'];postag
δυσὶ;['δύο'];['δύο'];['a-p---md_', 'a-p---nd-', 'a-p---nd_'];['a-p---md-', 'a-p---nd-'];postag
δυώδεκα;['δυώδεκα'];['δυώδεκα'];['a--------', 'a-_---___', 'x--------'];['a--------', 'm--------'];postag
δύʼ;['δύο'];['δύο'];['a-_---___'];['m--------'];postag
δύο;['δύο'];['δύο'];['a--------', 'a-_---___', 'a-d---ma-', 'a-d---mn-', 'm--------'];['a--------', 'a-d---ma-', 'a-d---mn-', 'm--------'];postag
δύ᾽;['δύο'];['δύο'];['a--------', 'a-d---ma-', 'a-d---ma_'];['a--------', 'a-d---ma-'];postag
δώδεκα;['δώδεκα'];['δώδεκα'];['a--------', 'a-_---___', 'm--------'];['a--------', 'm--------'];postag
δῃουμένης;['δηιόω'];['δηιόω'];['v-sppefg_'];['v-sppefg-'];postag
δῃοῦντας;['δηϊόω'];['δηϊόω'];['v-pppama_'];['v-pppama-'];postag
δ’;['δέ'];['δέ'];['c--------', 'd--------', 'd-------_'];['c--------', 'd--------'];postag
εἰληθερούσας;['εἰληθερέω'];['εἰληθερέω'];['v-pppafa_'];['v-pppafa-'];postag
εἰρηνικῶς;['εἰρηνικός'];['εἰρηνικός'];['d-------_'];['d--------'];postag
εἰσίοντ᾽;['εἴσειμι'];['εἴσειμι'];['v-sppama_'];['v-sppama-'];postag
εἴκοσι;['εἴκοσι'];['εἴκοσι'];['a--------', 'a-_---___', 'a-p---fa-', 'a-p---fg-', 'm--------'];['a--------', 'a-p---fa-', 'a-p---fg-', 'm--------'];postag
εἶτʼ;['εἶτα'];['εἶτα'];['c--------', 'd-------_'];['c--------', 'd--------'];postag
εἷς;['εἷς'];['εἷς'];['a-s---mn-', 'a-s---mn_', 'n-s---mn-'];['a-s---mn-', 'n-s---mn-'];postag
εὐγενῶς;['εὐγενής'];['εὐγενής'];['d--------', 'd-------p'];['d--------'];postag
εὐγνωμονέστατα;['εὐγνώμων'];['εὐγνώμων'];['a-p---nas-----'];['a-p---nas'];postag
εὐγνώμονος;['εὐγνώμων'];['εὐγνώμων'];['a-s---fgp'];['a-s---fg-'];postag
εὐδαίμονι;['εὐδαίμων'];['εὐδαίμων'];['a-s---md_'];['a-s---md-'];postag
εὐδαίμονος;['εὐδαίμων'];['εὐδαίμων'];['a-s---mg_'];['a-s---mg-'];postag
εὐδαιμονικῶς;['εὐδαιμονικός'];['εὐδαιμονικός'];['d-------p'];['d--------'];postag
εὐδαιμόνων;['εὐδαίμων'];['εὐδαίμων'];['a-p---mgp'];['a-p---mg-'];postag
εὐθαρσῶς;['εὐθαρσής'];['εὐθαρσής'];['d--------', 'd-------_', 'd-------p'];['d--------'];postag
εὐθύμως;['εὔθυμος'];['εὔθυμος'];['d-------p'];['d--------'];postag
εὐκαίρως;['εὔκαιρος'];['εὔκαιρος'];['d--------', 'd-------p'];['d--------'];postag
εὐλαβῶς;['εὐλαβής'];['εὐλαβής'];['d--------', 'd-------p'];['d--------'];postag
εὐμαθῶς;['εὐμαθής'];['εὐμαθής'];['d-------p'];['d--------'];postag
εὐμαρὲς;['εὐμαρής'];['εὐμαρής'];['a-s---na-', 'a-s---nn-', 'a-s---nn_'];['a-s---na-', 'a-s---nn-'];postag
εὐμαρῶς;['εὐμαρής'];['εὐμαρής'];['d-------p'];['d--------'];postag
εὐμενῶς;['εὐμενής'];['εὐμενής'];['d-------_'];['d--------'];postag
εὐμηχάνως;['εὐμήχανος'];['εὐμήχανος'];['d-------p'];['d--------'];postag
εὐοργήτως;['εὐόργητος'];['εὐόργητος'];['d-------_'];['d--------'];postag
εὐπετῶς;['εὐπετής'];['εὐπετής'];['d-------p'];['d--------'];postag
εὐπρεπέστερον;['εὐπρεπής'];['εὐπρεπής'];['a-s---nac', 'a-s---nac-----'];['a-s---nac'];postag
εὐπόρως;['εὔπορος'];['εὔπορος'];['d-------p'];['d--------'];postag
εὐρόπως;['εὔροπος'];['εὔροπος'];['d-------p'];['d--------'];postag
εὐσταθῶς;['εὐσταθής'];['εὐσταθής'];['d-------p'];['d--------'];postag
εὐστόχως;['εὔστοχος'];['εὔστοχος'];['d-------p'];['d--------'];postag
εὐσχήμονι;['εὐσχήμων'];['εὐσχήμων'];['a-s---mdp'];['a-s---md-'];postag
εὐσχημονέστερον;['εὐσχήμων'];['εὐσχήμων'];['a-s---nac-----'];['a-s---nac'];postag
εὐσχημόνως;['εὐσχήμων'];['εὐσχήμων'];['d--------', 'd-------p'];['d--------'];postag
εὐτάκτως;['εὔτακτος'];['εὔτακτος'];['d-------p'];['d--------'];postag
εὐτόνως;['εὔτονος'];['εὔτονος'];['d-------_'];['d--------'];postag
εὐχερῶς;['εὐχερής'];['εὐχερής'];['d--------', 'd-------_'];['d--------'];postag
εὔγηρως;['εὔγηρως'];['εὔγηρως'];['a-s---mnp'];['a-s---mn-'];postag
εὔιχθυν;['εὔιχθυς'];['εὔιχθυς'];['a-s---fa_'];['a-s---fa-'];postag
εὔνους;['εὔνους'];['εὔνους'];['a-p---map', 'a-p---mn-', 'a-s---fn-', 'a-s---map', 'a-s---mn-'];['a-p---ma-', 'a-p---mn-', 'a-s---fn-', 'a-s---ma-', 'a-s---mn-'];postag
ζηλοτύπως;['ζηλότυπος'];['ζηλότυπος'];['d-------p'];['d--------'];postag
ζητοῦσι;['ζητέω'];['ζητέω'];['v-pppamd-', 'v3ppia---', 'v3ppia--------'];['v-pppamd-', 'v3ppia---'];postag
ζ᾽;['ζ᾽'];['ζ᾽'];['a-_---___'];['m--------'];postag
η';"[""η'""]";"[""η'""]";['x--------'];['m--------'];postag
θ;['θ'];['θ'];['n-_---__-'];['n--------'];postag
θαλασσεύνοτι;['θαλασσεύω'];['θαλασσεύω'];['v-sppamd_'];['v-sppamd-'];postag
θαρραλέως;['θαρσαλέος'];['θαρσαλέος'];['d-------p'];['d--------'];postag
θαυμασίως;['θαυμάσιος'];['θαυμάσιος'];['d-------p'];['d--------'];postag
θαυμαστῶς;['θαυμαστός'];['θαυμαστός'];['d--------', 'd-------p'];['d--------'];postag
θρασέως;['θρασύς'];['θρασύς'];['d--------', 'd-------p'];['d--------'];postag
θρασεῖς;['θρασύς'];['θρασύς'];['a-p---map', 'a-p---mn-'];['a-p---ma-', 'a-p---mn-'];postag
θ᾽;['τε'];['τε'];['c--------', 'd--------', 'd-------------'];['c--------', 'd--------'];postag
ι;['ι'];['ι'];['a-_---___'];['m--------'];postag
ια᾽;['ια᾽'];['ια᾽'];['a-_---___'];['m--------'];postag
ιβ᾽;['ιβ᾽'];['ιβ᾽'];['a-_---___'];['m--------'];postag
κ-;['καί'];['καί'];['c--------', 'c2sfim---', 'd--------', 'd-------_'];['c--------', 'c2sfim---', 'd--------'];postag
κάκιστα;['κακός'];['κακός'];['a-p---na-', 'a-p---nas'];['a-p---nas'];postag
κάλλισται;['καλός'];['καλός'];['a-p---fn-', 'a-p---fns'];['a-p---fn-'];postag
κάλλιστοι;['καλός'];['καλός'];['a-p---mns-----'];['a-p---mns'];postag
κάλλιστον;['καλός'];['καλός'];['a-s---mas', 'a-s---na-', 'a-s---nas', 'a-s---nn-', 'a-s---nns'];['a-s---mas', 'a-s---na-', 'a-s---nas', 'a-s---nns'];postag
