form;lemma;postag
σπαργανωθέντα;['σπαργανόω'];['v-sappma-']
Μέμφιν;['Μέμφις'];['n-s---fa-']
ἐθέλῃ;['θέλω'];[]
Μουνιχίαζε;['Μουνιχίαζε'];['d--------']
γοῦνατα;['γόνυ'];[]
Παιλιγνοί;['Παιλιγνοί'];[]
γε;['γε'];['d--------']
τυφλὸν;['τυφλός'];['a-s---ma-']
χώρας;['χώρα'];[]
ἀποδεικνύντι;['ἀποδείκνυμι'];['v-sppamd-']
Ελλάδι;['Ἑλλάς'];['n-s---fd-']
ἀπφάρια;['ἀπφάριον'];['n-p---na-']
συνεμίγνυεν;['συμμίγνυμι'];['v3siia---']
βαιῇ;['βαιός'];['a-s---fd-']
οὕνεκεν;['οὕνεκα'];['d--------']
διέφθειρε;['διαφθείρω'];['v3saia---']
Αὐλητρίδι;['αὐλητρίς'];['n-s---fd-']
ἁμαξῶν;['ἅμαξα'];['n-p---fg-']
ὕπτιον;['ὕπτιος'];['a-s---ma-']
παράγγελμα;['παράγγελμα'];['n-s---na-']
ἔγωγε;['ἐγώ'];[]
Παιανιεύς;['Παιανιεύς'];['a-s---mn-']
ἀρχαῖος;['ἀρχαῖος'];['a-s---mn-']
προῄδεις;['πρόοιδα'];['v2slia---']
Λασιῶνα;['Λασιών'];['n-s---ma-']
παραλαβὼν;['παραλαμβάνω'];['v-sapamn-']
πατρῷος;['πατρῷος'];['a-s---mn-']
προσόδων;['πρόσοδος'];['n-p---fg-']
πλανώμενον;['πλανάω'];['v-sppema-']
προειρημένου;['προλέγω'];['v-srpeng-', 'v-srpemg-']
ἐχόμενον;['ἔχω'];['v-sppenn-']
ἀδικουμένοις;['ἀδικέω'];['v-pppemd-']
βούλοιο;['βούλομαι'];['v2spoe---']
κατακλιθεὶς;['κατακλίνω'];['v-sappmn-']
ἐμβρόντητε;['ἐμβρόντητος'];['a-s---mv-']
σκοποῦνθ’;['σκοπέω'];['v-sppama-']
βασιλεύοντος;['βασιλεύω'];['v-sppamg-']
Καρδιηνῷ;['Καρδιηνός'];['n-s---md-']
εὐπειθείᾳ;['εὐπείθεια'];['n-s---fd-']
αἵματος;['αἷμα'];['n-s---ng-']
ἐλειτούργει;['λειτουργέω'];[]
Κᾶράς;['Κάρ'];['n-p---ma-']
λάφυρον;['λάφυρα'];['n-s---na-']
φήσαι;['φημί'];['v3saoa---']
ἠλᾶτο;['ἀλάομαι'];[]
Οἰκουμένης;['οἰκουμένη'];['n-s---fg-']
δοκιμαζομένῳ;['δοκιμάζω'];['v-sppemd-']
φύσεις;['φύσις'];['n-p---fa-']
ἐθέλει;['θέλω'];[]
προδεικνύων;['προδείκνυμι'];['v-sppamn-']
γινόμεθα;['γίγνομαι'];['v1ppie---']
ἀπώλεσας;['ἀπόλλυμι'];['v2saia---']
εἰρωνεύεσθαι;['εἰρωνεύομαι'];['v--pne---']
γένους;['γένος'];['n-s---ng-']
ἀνάγνωθι;['ἀναγιγνώσκω'];['v2sama---']
ἄρχεις;['ἄρχω'];['v2spia---']
πότις;['πότις'];['n-s---fn-']
Ἀρταβάτας;['Ἀρταβάτης'];['n-s---mn-']
στρατεύονται;['στρατεύω'];['v3ppie---']
βινεῖν;['βινέω'];['v--pna---']
σοφισταῖς;['σοφιστής'];['n-p---md-']
διαδοχὴν;['διαδοχή'];['n-s---fa-']
εἴποιμεν;['λέγω'];['v1paoa---']
ἐκκαλύψας;['ἐκκαλύπτω'];['v-sapamn-']
θεωρεῖσθαι;['θεωρέω'];['v--pne---']
περιιόν;['περίειμι'];['v-sppann-']
ἐπιδιῄρητο;['ἐπιδιαιρέω'];[]
παρεπομένων;['παρέπομαι'];['v-pppeng-', 'v-pppemg-']
προσένειμαν;['προσνέμω'];['v3paia---']
στρατηγήματος;['στρατήγημα'];['n-s---ng-']
ἀντώμοσαν;['ἀντόμνυμι'];['v3paia---']
ἐνείκῃ;['φέρω'];['v3sasa---']
φιλάνθρωπον;['φιλάνθρωπος', 'φιλάνθρωπον'];['n-s---na-', 'a-s---ma-', 'n-s---nn-']
ἐλεύθεροι;['ἐλεύθερος'];['a-p---mn-']
προσδέχονται;['προσδέχομαι'];['v3ppie---']
τάλαντ᾽;['τάλαντον'];['n-p---nn-']
ἀποφορτίσασθαι;['ἀποφορτίζω'];['v--ane---']
Τιμῶσάν;['τιμάω'];['n-s---fn-']
Θάλεω;['Θάλης'];['n-s---mg-']
δᾷδα;['δαίς'];['n-s---fa-']
λειπόμενόν;['λείπω'];['v-sppenn-']
ἐκκείμενον;['ἔκκειμαι'];['v-srpena-', 'v-srpema-']
θαλαττοκρατούντων;['θαλασσοκρατέω'];['v-pppamg-']
Ἀντικλῆς;['Ἀντικλέης'];['n-s---mn-']
διωρίζοντο;['διορίζω'];['v3piie---']
Σαρδὼ;['Σαρδὼ'];['n-s---fa-']
μυρίοις;['μυρίος'];['a-p---md-']
ἀφελῆ;['ἀφελής'];['a-s---ma-', 'a-s---fa-']
βεβούληται;['βούλομαι'];['v3srie---']
οἰμάτιον;['ἰμάτιον'];['n-s---na-']
Καρνεάδης;['Καρνεάδης'];['n-s---mn-']
συγγραψαμένους;['συγγράφω'];['v-papmma-']
θεραπεύουσι;['θεραπεύω'];['v3ppia---']
πιστοὺς;['πιστός'];['a-p---ma-']
·;['punc'];['u--------']
θεώμενοι;['θεάομαι'];['v-pppemn-']
Θρᾴκην;['Θρᾴκη'];['n-s---fa-']
προγενεστάτου;['προγενής'];['a-s---mgs']
τροπαῖα;['τροπαῖος'];['a-p---na-']
ἅλωσιν;['ἅλωσις'];['n-s---fa-', 'n-p---fd-']
ἔρημον;['ἐρῆμος'];['a-s---na-']
προσέσχε;['προσέχω'];['v3saia---']
τεσσερεσκαιδεκάτη;['τεσσαρεσκαιδέκατος'];['a-s---fn-']
Κατιδὼν;['καθοράω'];['v-sapamn-']
ἀναδραμόντες;['ἀνατρέχω'];['v-papamn-']
βασανίσαι;['βασανίζω'];['v--ana---']
ἐμεῦ;['ἐγώ'];['p-s---mg-', 'p1s---mg-']
ἐνεδρεύεσθαι;['ἐνεδρεύω'];['v--pne---']
διεκβάλλειν;['διεκβάλλω'];['v--pna---']
Οἰνωτπίης;['Οἰνωτπία'];['n-s---fg-']
ἐκλέξωσι;['ἐκλέγω'];[]
φονῆς;['φονή'];['n-s---fg-']
δὶς;['δίς'];['d--------']
τοσούτῳ;['τοσοῦτος'];['a-s---md-', 'p-s---nd-']
ἐνηδρευμένους;['ἐνεδρεύω'];['v-prpema-']
πείθομαι;['πείθω'];['v1spie---']
ἀποθάνοι;['ἀποθνῄσκω'];['v3saoa---']
πόδας;['πούς'];['n-p---ma-']
ἀντισπωμένης;['ἀντισπάω'];['v-sppefg-']
καθιερώσαντα;['καθιερόω'];['v-sapama-']
ἀφέντος;['ἀφίημι'];['v-sapamg-']
ἐνδεξαμένου;['ἐνδέχομαι'];['v-sapmmg-']
ἐφίσταται;['ἐφίστημι'];[]
ἐκβάλλει;['ἐκβάλλω'];[]
ὢ;['ὦ'];['i--------']
ποιεῦνται;['ποιέω'];['v3ppie---']
κήρυκες;['κῆρυξ'];['n-p---mn-']
ταραχὰς;['ταραχή'];['n-p---fa-']
καταλέξει;['καταλέγω'];['v3sfia---']
τἀνθρώπιόν;['ἀνθρώπιον'];['n-s---nn-']
ἀληθέι;['ἀληθής'];['a-s----d-']
προειδότες;['πρόοιδα'];['v-prpamn-']
κοινωσάμενα;['κοινόω'];['v-papmnn-']
περιέσπων;['περισπάω'];['v3piia---']
οἵᾳπερ;['οἷος'];['a-s---fd-']
ἐνίους;['ἔνιοι'];['a-p---ma-']
οὐλάς;['οὐλή'];['n-p---fa-']
λέγετε;['λέγω'];['v2ppma---']
Βρασίδου;['Βρασίδης'];['n-s---mg-']
γίγνηται;['γίγνομαι'];['v3spse---']
Τελαμῶνα;['Τελαμών'];['n-s---ma-']
μαστιγέων;['μαστιγόω'];['v-sppamn-']
ἄλυπον;['ἄλυπον'];['n-s---nn-']
Ἀμφίσσης;['Ἄμφισσα'];['n-s---fg-']
πλοίω;['πλοῖον'];['n-s---ng-']
ζωγράφον;['ζωγράφος'];['n-s---ma-']
εὐτέκνων;['εὔτεκνος'];['a-p---fg-']
κρυπτόμενα;['κρύπτω'];['v-pppenn-']
Χαλκοῦς;['χάλκεος'];['a-s---mn-']
αὐτόχρουν;['αὐτόχροος'];['a-s---fa-']
πεδία;['πεδίον'];['n-p---nn-', 'n-p---na-']
προστέτακται;['προστάσσω'];[]
νίκης;['νίκη'];['n-s---fg-']
ἐμπεσούσης;['ἐμπίπτω'];['v-sapafg-']
Κηφισιεὺς;['Κηφισιεύς'];['n-s---mn-']
χορεῖαι;['χορεία'];['n-p---fn-']
Λύκων;['Λύκων'];['n-s---mn-', 'n-p---mg-']
δῷ;['δίδωμι'];['v3sasa---']
ἀφιστῶνται;['ἀφίστημι'];['v3ppie---']
ἁλίσκηται;['ἁλίσκομαι'];['v3spse---']
ἐγένεο;['γίγνομαι'];[]
ἀδικοῦσαι;['ἀδικέω'];['v-pppafn-']
λάβῃς;['λαμβάνω'];['v2sasa---']
κέχρηνται;['χράω'];['v3prie---']
γραφάς;['γραφή'];['n-p---ma-']
πράττεις;['πράσσω'];['v2spia---']
μηνός;['μείς'];['n-s---mg-']
Πολιορκητὴς;['πολιορκητής'];['n-s---mn-']
τοὔνειδος;['ὄνειδος'];['n-s---na-']
ἅψοιτο;['ἅπτω'];['v3sfom---']
Αἰζειοὶ;['Αἰζειός'];['n-p---mn-']
Γνώμης;['γνώμη'];['n-s---fg-']
μένειν;['μένω'];['v--pna---']
ἀναφυσώμενος;['ἀναφυσάω'];['v-sppemn-']
Ἄλκανδρος;['Ἄλκανδρος'];['n-s---mn-']
σύγγνωμον;['συγγνώμων'];['a-s---nn-']
ἐδανείσατο;['δανείζω'];[]
αὐλοῦ;['αὐλός'];['n-s---mg-']
ἀπολαμπρυνέαι;['ἀπολαμπρύνω'];['v2sfim---']
συστρατευσόμενοι;['συστρατεύω'];['v-pfpemn-']
ἀπολέσαντες;['ἀπολλύμι'];['v-papamn-']
νόμιζε;['νομίζω'];['v2spma---']
ἀπέλιπεν;['ἀπολείπω'];['v3saia---']
ἀπολελειμμένου;['ἀπολείπω'];['v-srpemg-']
γραφείσης;['γράφω'];['v-sappfg-']
πείθουσι;['πείθω'];['v3ppia---']
παρακοιτοῦντες;['παρακοιτέω'];['v-pppamn-']
κεκτῆσθαι;['κτάομαι'];['v--rne---']
ποιησάμενος;['ποιέω'];['v-sapmmn-']
ἐκλήθη;['καλέω'];[]
διιέντων;['διίημι'];['v-pppamg-']
ἐγκαταλειφθεῖσαν;['ἐγκαταλείπω'];['v-sappfa-']
συμβόλαια;['συμβόλαιος'];['a-p---na-', 'n-p---na-']
Θάλητα;['Θάλης'];['n-s---ma-']
ἀνταπαμειβομένους;['ἀνταπαμείβομαι'];['v-pppema-']
Πλαταιὰς;['Πλαταιαί'];['n-p---fa-']
παρενθήκην;['παρενθήκη'];['n-s---fa-']
ἀποδοὺς;['ἀποδίδωμι'];['v-sapamn-']
κ- ἀμὲ;['καί ἐγώ'];[]
κατασιτέονται;['κατασιτέομαι'];['v3ppie---']
Ἀγάθων;['̓Αγάθων'];['n-s---mn-']
ἐσέδραμον;['εἰστρέχω'];[]
περιλαμβάνω;['περιλαμβάνω'];['v1spia---']
Λύδιος;['Λύδιος'];['a-s---mn-']
Μεδιωνίους;['Μεδιώνιοι'];['n-p---ma-']
μοῦνος;['μόνος'];['a-s---mn-']
κατεφρόνησεν;['καταφρονέω'];['v3saia---']
προσδοκησάτω;['προσδοκέω'];['v3sama---']
βλαβείησαν;['βλάπτω'];['v3paop---']
ποίεε;['ποιέω'];['v2spma---']
συντεταραγμένος;['συνταράσσω'];['v-srpemn-']
πολλὴ;['πολύς'];['a-s---fn-']
Πομπήιον;['Πομπήιος'];['n-s---ma-']
φανῆναι;['φαίνω'];['v--anp---']
Σκύθας;['Σκύθης'];['n-p---ma-']
βαλανείῳ;['βαλανεῖον'];['n-s---nd-']
περιῄει;['περίειμι'];['v3siia---']
Λυκάων;['Λυκάων'];['n-s---mn-']
ἀποδεῖξαι;['ἀποδείκνυμι'];['v--ana---']
θαυμασιώτατοι;['θαυμάσιος'];['a-p---mns']
στατῆρσι;['στατήρ'];['n-p---md-']
προστασίᾳ;['προστασία'];['n-s---fd-']
κρύπτοι;['κρύπτω'];['v3spoa---']
Ἀρίστων;['Ἀρίστων'];['n-s---mn-', 'n-p---mg-']
Μειδίας;['Μειδίας'];['n-s---mn-']
Θαυμασίων;['Θαυμάσιος'];['n-p---mg-']
τρυφεραμπεχόνων;['τρυφεραμπέχονος'];['a-p---mg-']
Λεύκτροις;['Λεῦκτρα'];['n-p---md-', 'n-p---nd-']
παραποτάμιος;['παραποτάμιος'];['a-s---mn-']
Μεγακλέα;['Μεγακλέης'];['n-s---ma-']
Μουσᾶν;['Μοῦσα'];['n-p---fg-']
αὐδασοῦντι;['αὐδάω'];['v-sfpamd-']
μελῶν;['μέλος'];['n-p---fg-']
ἀλλοφύλους;['ἀλλόφυλος'];['a-p---ma-']
βουλομένῳ;['βούλομαι'];['v-sppemd-']
λαοῦ;['λαός'];['n-s---mg-']
συναναπλήσαντες;['συναναπίμπλημι'];['v-papamn-']
ἀποφαίνουσι;['ἀποφαίνω'];['v3ppia---']
ὁδῶν;['ὁδός'];['n-p---fg-']
συμφέροι;['συμφέρω'];['v3spoa---']
συνέβαινε;['συμβαίνω'];['v3siia---']
περιιὼν;['περίειμι'];['v-sppamn-']
Ἀρτέμβαρες;['Ἀρτεμβάρης'];['n-s---mv-']
παρεληλυθυίας;['παρέρχομαι'];['v-srpafg-']
ἀντιουμένους;['ἀντιόομαι'];['v-pppema-']
κάλλιστος;['καλός'];['a-s---mns']
μασχαλιστῆρας;['μασχαλιστήρ'];['n-p---ma-']
εὐδοκουμένους;['εὐδοκέω'];['v-pppema-']
Χείρωσι;['Χείρων'];['n-p---md-']
χόρτον;['χόρτος'];['n-s---ma-']
στρατιήν;['στρατιά'];['n-s---fa-']
σεμνότατον;['σεμνός'];['a-s---mas']
ἀγρίης;['ἄγριος'];['a-s---fg-']
οὐσῶν;['εἰμί'];['v-pppafg-']
Λεωνίδου;['Λεωνίδας'];['n-s---mg-']
ἅ;['ὅς'];['p-p---nn-']
ἐλαχίστην;['ἐλαχύς'];['a-s---fas']
συνιδὼν;['συνοράω'];['v-sapamn-']
διεκλείσθη;['διακλείω'];['v3saip---']
καταφρονεῖν;['καταφρονέω'];['v--pna---']
σεμνύνομαι;['σεμνύνω'];['v1spie---']
φησι;['φημί'];['v3spia---']
Οὐάρρων;['Οὐάρρων'];['n-s---mn-']
ἀμπέτασον;['ἀναπετάννυμι'];['v2sama---']
πιστεύοντα;['πιστεύω'];['v-sppama-']
Πάλιν;['πάλιν'];['d--------']
Ἀμιτέρνης;['Ἀμίτερνα'];['n-s---fg-']
ἁθρόαι;['ἁθρόος'];['a-p---fn-']
θαυμαστῶν;['θαυμαστός'];['a-p---ng-']
προσπεσὼν;['προσπίπτω'];['v-sapamn-']
διπλοῦν;['διπλόος'];['a-s---na-', 'a-s---ma-', 'a-s---nn-']
χρηματιστικῆς;['χρηματιστικός'];['a-s---fg-']
διέψευσται;['διαψεύδω'];['v3srie---']
Τρωσὶν;['Τρῶες'];['n-p---md-']
καθηκούσῃ;['καθήκω'];['v-sppafd-']
πότερόν;['πότερος'];['a-s---na-']
ἀράμενος;['αἴρω'];['v-sppemn-']
δεικνύοντα;['δείκνυμι'];['v-sppama-']
δεξιῷ;['δεξιός'];['a-s---nd-']
ἁρμόττειν;['ἁρμόζω'];['v--pna---']
Ἀντηνοριδῶν;['Ἀντηνορίδης'];['n-p---mg-']
πίττης;['πίσσα'];['n-s---fg-']
ζῶσαν;['ζάω'];['v-sppafa-']
καθῆτο;['κάθημαι'];['v3siim---']
ἀπηγήσασθαι;['ἀφηγέομαι'];['v--anm---']
προησόμεθ’;['προίημι'];['v1pfim---']
οὖργον;['ἔργον'];['n-s---na-']
αἰτίῃ;['αἰτία'];['n-s---fd-']
περιεστώτων;['περιίστημι'];['v-prpang-']
Περδίκκας;['Περδίκκης'];['n-s---mn-']
διπήχει;['δίπηχυς'];['a-s---nd-']
διέμειναν;['διαμένω'];['v3paia---']
παρεμβολαῖς;['παρεμβολή'];['n-p---fd-']
δικαστής;['δικαστής'];[]
εἰς;['εἰς'];['r--------']
ὑβριστοῦ;['ὑβριστός'];['a-s---mg-']
Εὐρωπιακῶν;['Εὐρωπιακός'];['a-p---fg-']
νοστήσαντος;['νοστέω'];['v-sapamg-']
ἐκ;['ἐκ'];['r--------']
Πούπλιος;['Πόπλιος'];['n-s---mn-']
ἐκύρησε;['κυρέω'];['v3saia---']
παραβεβήκασιν;['παραβαίνω'];['v3pria---']
συνῄει;['σύνειμι'];['v3siia---']
πέφυκεν;['φύω'];['v3sria---']
θέλωμεν;['θέλω'];['v1ppsa---']
αἱρετώτερα;['αἱρετός'];['a-p---nac']
Ἀμαλθείας;['Ἀμάλθεια'];['n-s---fg-']
εἰσεπράξατο;['εἰσπράσσω'];['v3saim---']
συνηχεῖσθαι;['συνηχέω'];['v--pne---']
Γαλατείη;['Γαλάτεια'];['n-s---fn-']
ἀσκεῖσθαι;['ἀσκέω'];['v--pne---']
ἀμυνομένους;['ἀμύνω'];['v-pppema-']
εὑρήσετε;['εὑρίσκω'];['v2pfia---']
περιείληφθε;['περιλαμβάνω'];['v2prie---']
Σαρδοῦς;['Σαρδώ'];['n-s---fg-']
πρήγματα;['πρᾶγμα'];['n-p---nn-', 'n-p---na-']
εὕδων;['εὕδω'];['v-sppamn-']
συμπέφυκεν;['συμφύω'];['v3sria---']
συμφέρον;['συμφέρω'];['v-sppann-', 'v-sppana-']
τοὐμπλόκιον;['ἐμπλόκιον'];['n-s---na-']
πορευθέντες;['πορεύω'];['v-pappmn-']
ἀφιλοσοφώτερον;['ἀφιλόσοφος'];['a-s---nnc']
δεῦτ᾽;['δεῦτε'];['d--------']
ἐνέχεσθαι;['ἐνέχω'];['v--pne---']
Τόρηβοι;['Τόρηβος'];['n-p---mn-']
ἐθέλοντα;['θέλω'];['v-sppama-']
δυνηθέντες;['δύναμαι'];['v-pappmn-']
πταίσαντες;['πταίω'];['v-papamn-']
ταῦθʼ;['οὗτος'];['p-s---na-']
Νέαιραν;['Νέαιρα'];['n-s---fa-']
πολέμων;['πόλεμος'];['n-p---mg-']
προελθεῖν;['προέρχομαι'];['v--ana---']
κυρείαν;['κυρεία'];['n-s---fa-']
ἐδέοντο;['δέω'];[]
μονοειδεῖς;['μονοειδής'];['a-p---fn-']
καταστρωμάτων;['κατάστρωμα'];['n-p---ng-']
στάδι᾽;['στάδιον'];['n-p---na-']
εἴποιεν;['λέγω'];['v3paoa---']
τριηκόσια;['τριακόσιοι'];['a-p---na-']
εἱλόμην;['αἱρέω'];['v1saim---']
δέωνται;['δέω'];['v3ppse---']
ἀποδόμενοι;['ἀποδίδωμι'];['v-papmmn-']
ἐκλέξαντα;['ἐκλέγω'];['v-sapama-']
ἐκρήμναντο;['κρήμνημι'];[]
δέσποιναν;['δέσποινα'];['n-s---fa-']
τροφαῖς;['τροφή'];['n-p---fd-']
κολακείας;['κολακεία'];['n-s---fg-']
παιδός;['παῖς'];[]
κυνᾶς;['κύων'];['n-p---fa-']
συμμαχούσης;['συμμαχέω'];['v-sppafg-']
εἰδῆτε;['οἶδα'];['v2prsa---']
περιττοῦ;['περισσός'];['a-s---ng-']
δυνάμεων;['δύναμις'];['n-p---fg-']
σοὶ;['σύ', 'σός'];['p2s----d-', 'p2s---md-', 'p2s---fd-', 'a-p---mn-', 'p-s---md-']
ἀπόλλυσθαι;['ἀπόλλυμι'];['v--pne---']
ἀσφαλίζονται;['ἀσφαλίζω'];['v3ppie---']
Μασσαλιωτῶν;['Μασσαλιώτης'];['n-p---mg-']
ἀδρανοῦς;['ἀδρανής'];['a-s---mg-']
ἀντιποιήσασθαι;['ἀντιποιέω'];['v--anm---']
Κανδαύλης;['Κανδαύλης'];['n-s---mn-', 'n-p---ma-']
ἀνθρωπικῶν;['ἀνθρωπικός'];['a-p---ng-']
